le,le disc,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
76,25.73262608,0.965,0.931225,0.898632125,0.867180001,0.836828701,0.807539696,0.779275807,0.752001153,0.725681113,0.700282274,0.675772395,0.652120361,0.629296148,0.607270783,0.586016306,0.565505735,0.545713034,0.526613078,0.50818162,0.490395263,0.473231429,0.456668329,0.440684938,0.425260965,0.410376831,0.396013642,0.382153165,0.368777804,0.355870581,0.34341511,0.331395581,0.319796736,0.30860385,0.297802716,0.287379621,0.277321334,0.267615087,0.258248559,0.24920986,0.240487514,0.232070451,0.223947986,0.216109806,0.208545963,0.201246854,0.194203214,0.187406102,0.180846888,0.174517247,0.168409144,0.162514824,0.156826805,0.151337867,0.146041041,0.140929605,0.135997069,0.131237171,0.12664387,0.122211335,0.117933938,0.11380625,0.109823031,0.105979225,0.102269952,0.098690504,0.095236336,0.091903065,0.088686457,0.085582431,0.082587046,0.0796965,0.076907122,0.074215373,0.071617835,0.069111211,0.066692318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,25.79698417,0.965,0.931225,0.898632125,0.867180001,0.836828701,0.807539696,0.779275807,0.752001153,0.725681113,0.700282274,0.675772395,0.652120361,0.629296148,0.607270783,0.586016306,0.565505735,0.545713034,0.526613078,0.50818162,0.490395263,0.473231429,0.456668329,0.440684938,0.425260965,0.410376831,0.396013642,0.382153165,0.368777804,0.355870581,0.34341511,0.331395581,0.319796736,0.30860385,0.297802716,0.287379621,0.277321334,0.267615087,0.258248559,0.24920986,0.240487514,0.232070451,0.223947986,0.216109806,0.208545963,0.201246854,0.194203214,0.187406102,0.180846888,0.174517247,0.168409144,0.162514824,0.156826805,0.151337867,0.146041041,0.140929605,0.135997069,0.131237171,0.12664387,0.122211335,0.117933938,0.11380625,0.109823031,0.105979225,0.102269952,0.098690504,0.095236336,0.091903065,0.088686457,0.085582431,0.082587046,0.0796965,0.076907122,0.074215373,0.071617835,0.069111211,0.066692318,0.064358087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,25.85908972,0.965,0.931225,0.898632125,0.867180001,0.836828701,0.807539696,0.779275807,0.752001153,0.725681113,0.700282274,0.675772395,0.652120361,0.629296148,0.607270783,0.586016306,0.565505735,0.545713034,0.526613078,0.50818162,0.490395263,0.473231429,0.456668329,0.440684938,0.425260965,0.410376831,0.396013642,0.382153165,0.368777804,0.355870581,0.34341511,0.331395581,0.319796736,0.30860385,0.297802716,0.287379621,0.277321334,0.267615087,0.258248559,0.24920986,0.240487514,0.232070451,0.223947986,0.216109806,0.208545963,0.201246854,0.194203214,0.187406102,0.180846888,0.174517247,0.168409144,0.162514824,0.156826805,0.151337867,0.146041041,0.140929605,0.135997069,0.131237171,0.12664387,0.122211335,0.117933938,0.11380625,0.109823031,0.105979225,0.102269952,0.098690504,0.095236336,0.091903065,0.088686457,0.085582431,0.082587046,0.0796965,0.076907122,0.074215373,0.071617835,0.069111211,0.066692318,0.064358087,0.062105554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,25.91902158,0.965,0.931225,0.898632125,0.867180001,0.836828701,0.807539696,0.779275807,0.752001153,0.725681113,0.700282274,0.675772395,0.652120361,0.629296148,0.607270783,0.586016306,0.565505735,0.545713034,0.526613078,0.50818162,0.490395263,0.473231429,0.456668329,0.440684938,0.425260965,0.410376831,0.396013642,0.382153165,0.368777804,0.355870581,0.34341511,0.331395581,0.319796736,0.30860385,0.297802716,0.287379621,0.277321334,0.267615087,0.258248559,0.24920986,0.240487514,0.232070451,0.223947986,0.216109806,0.208545963,0.201246854,0.194203214,0.187406102,0.180846888,0.174517247,0.168409144,0.162514824,0.156826805,0.151337867,0.146041041,0.140929605,0.135997069,0.131237171,0.12664387,0.122211335,0.117933938,0.11380625,0.109823031,0.105979225,0.102269952,0.098690504,0.095236336,0.091903065,0.088686457,0.085582431,0.082587046,0.0796965,0.076907122,0.074215373,0.071617835,0.069111211,0.066692318,0.064358087,0.062105554,0.05993186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,25.97685583,0.965,0.931225,0.898632125,0.867180001,0.836828701,0.807539696,0.779275807,0.752001153,0.725681113,0.700282274,0.675772395,0.652120361,0.629296148,0.607270783,0.586016306,0.565505735,0.545713034,0.526613078,0.50818162,0.490395263,0.473231429,0.456668329,0.440684938,0.425260965,0.410376831,0.396013642,0.382153165,0.368777804,0.355870581,0.34341511,0.331395581,0.319796736,0.30860385,0.297802716,0.287379621,0.277321334,0.267615087,0.258248559,0.24920986,0.240487514,0.232070451,0.223947986,0.216109806,0.208545963,0.201246854,0.194203214,0.187406102,0.180846888,0.174517247,0.168409144,0.162514824,0.156826805,0.151337867,0.146041041,0.140929605,0.135997069,0.131237171,0.12664387,0.122211335,0.117933938,0.11380625,0.109823031,0.105979225,0.102269952,0.098690504,0.095236336,0.091903065,0.088686457,0.085582431,0.082587046,0.0796965,0.076907122,0.074215373,0.071617835,0.069111211,0.066692318,0.064358087,0.062105554,0.05993186,0.057834245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,26.03266587,0.965,0.931225,0.898632125,0.867180001,0.836828701,0.807539696,0.779275807,0.752001153,0.725681113,0.700282274,0.675772395,0.652120361,0.629296148,0.607270783,0.586016306,0.565505735,0.545713034,0.526613078,0.50818162,0.490395263,0.473231429,0.456668329,0.440684938,0.425260965,0.410376831,0.396013642,0.382153165,0.368777804,0.355870581,0.34341511,0.331395581,0.319796736,0.30860385,0.297802716,0.287379621,0.277321334,0.267615087,0.258248559,0.24920986,0.240487514,0.232070451,0.223947986,0.216109806,0.208545963,0.201246854,0.194203214,0.187406102,0.180846888,0.174517247,0.168409144,0.162514824,0.156826805,0.151337867,0.146041041,0.140929605,0.135997069,0.131237171,0.12664387,0.122211335,0.117933938,0.11380625,0.109823031,0.105979225,0.102269952,0.098690504,0.095236336,0.091903065,0.088686457,0.085582431,0.082587046,0.0796965,0.076907122,0.074215373,0.071617835,0.069111211,0.066692318,0.064358087,0.062105554,0.05993186,0.057834245,0.055810046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,26.08652257,0.965,0.931225,0.898632125,0.867180001,0.836828701,0.807539696,0.779275807,0.752001153,0.725681113,0.700282274,0.675772395,0.652120361,0.629296148,0.607270783,0.586016306,0.565505735,0.545713034,0.526613078,0.50818162,0.490395263,0.473231429,0.456668329,0.440684938,0.425260965,0.410376831,0.396013642,0.382153165,0.368777804,0.355870581,0.34341511,0.331395581,0.319796736,0.30860385,0.297802716,0.287379621,0.277321334,0.267615087,0.258248559,0.24920986,0.240487514,0.232070451,0.223947986,0.216109806,0.208545963,0.201246854,0.194203214,0.187406102,0.180846888,0.174517247,0.168409144,0.162514824,0.156826805,0.151337867,0.146041041,0.140929605,0.135997069,0.131237171,0.12664387,0.122211335,0.117933938,0.11380625,0.109823031,0.105979225,0.102269952,0.098690504,0.095236336,0.091903065,0.088686457,0.085582431,0.082587046,0.0796965,0.076907122,0.074215373,0.071617835,0.069111211,0.066692318,0.064358087,0.062105554,0.05993186,0.057834245,0.055810046,0.053856694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,26.13849428,0.965,0.931225,0.898632125,0.867180001,0.836828701,0.807539696,0.779275807,0.752001153,0.725681113,0.700282274,0.675772395,0.652120361,0.629296148,0.607270783,0.586016306,0.565505735,0.545713034,0.526613078,0.50818162,0.490395263,0.473231429,0.456668329,0.440684938,0.425260965,0.410376831,0.396013642,0.382153165,0.368777804,0.355870581,0.34341511,0.331395581,0.319796736,0.30860385,0.297802716,0.287379621,0.277321334,0.267615087,0.258248559,0.24920986,0.240487514,0.232070451,0.223947986,0.216109806,0.208545963,0.201246854,0.194203214,0.187406102,0.180846888,0.174517247,0.168409144,0.162514824,0.156826805,0.151337867,0.146041041,0.140929605,0.135997069,0.131237171,0.12664387,0.122211335,0.117933938,0.11380625,0.109823031,0.105979225,0.102269952,0.098690504,0.095236336,0.091903065,0.088686457,0.085582431,0.082587046,0.0796965,0.076907122,0.074215373,0.071617835,0.069111211,0.066692318,0.064358087,0.062105554,0.05993186,0.057834245,0.055810046,0.053856694,0.05197171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,26.18864698,0.965,0.931225,0.898632125,0.867180001,0.836828701,0.807539696,0.779275807,0.752001153,0.725681113,0.700282274,0.675772395,0.652120361,0.629296148,0.607270783,0.586016306,0.565505735,0.545713034,0.526613078,0.50818162,0.490395263,0.473231429,0.456668329,0.440684938,0.425260965,0.410376831,0.396013642,0.382153165,0.368777804,0.355870581,0.34341511,0.331395581,0.319796736,0.30860385,0.297802716,0.287379621,0.277321334,0.267615087,0.258248559,0.24920986,0.240487514,0.232070451,0.223947986,0.216109806,0.208545963,0.201246854,0.194203214,0.187406102,0.180846888,0.174517247,0.168409144,0.162514824,0.156826805,0.151337867,0.146041041,0.140929605,0.135997069,0.131237171,0.12664387,0.122211335,0.117933938,0.11380625,0.109823031,0.105979225,0.102269952,0.098690504,0.095236336,0.091903065,0.088686457,0.085582431,0.082587046,0.0796965,0.076907122,0.074215373,0.071617835,0.069111211,0.066692318,0.064358087,0.062105554,0.05993186,0.057834245,0.055810046,0.053856694,0.05197171,0.0501527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,26.23704433,0.965,0.931225,0.898632125,0.867180001,0.836828701,0.807539696,0.779275807,0.752001153,0.725681113,0.700282274,0.675772395,0.652120361,0.629296148,0.607270783,0.586016306,0.565505735,0.545713034,0.526613078,0.50818162,0.490395263,0.473231429,0.456668329,0.440684938,0.425260965,0.410376831,0.396013642,0.382153165,0.368777804,0.355870581,0.34341511,0.331395581,0.319796736,0.30860385,0.297802716,0.287379621,0.277321334,0.267615087,0.258248559,0.24920986,0.240487514,0.232070451,0.223947986,0.216109806,0.208545963,0.201246854,0.194203214,0.187406102,0.180846888,0.174517247,0.168409144,0.162514824,0.156826805,0.151337867,0.146041041,0.140929605,0.135997069,0.131237171,0.12664387,0.122211335,0.117933938,0.11380625,0.109823031,0.105979225,0.102269952,0.098690504,0.095236336,0.091903065,0.088686457,0.085582431,0.082587046,0.0796965,0.076907122,0.074215373,0.071617835,0.069111211,0.066692318,0.064358087,0.062105554,0.05993186,0.057834245,0.055810046,0.053856694,0.05197171,0.0501527,0.048397356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,26.28374778,0.965,0.931225,0.898632125,0.867180001,0.836828701,0.807539696,0.779275807,0.752001153,0.725681113,0.700282274,0.675772395,0.652120361,0.629296148,0.607270783,0.586016306,0.565505735,0.545713034,0.526613078,0.50818162,0.490395263,0.473231429,0.456668329,0.440684938,0.425260965,0.410376831,0.396013642,0.382153165,0.368777804,0.355870581,0.34341511,0.331395581,0.319796736,0.30860385,0.297802716,0.287379621,0.277321334,0.267615087,0.258248559,0.24920986,0.240487514,0.232070451,0.223947986,0.216109806,0.208545963,0.201246854,0.194203214,0.187406102,0.180846888,0.174517247,0.168409144,0.162514824,0.156826805,0.151337867,0.146041041,0.140929605,0.135997069,0.131237171,0.12664387,0.122211335,0.117933938,0.11380625,0.109823031,0.105979225,0.102269952,0.098690504,0.095236336,0.091903065,0.088686457,0.085582431,0.082587046,0.0796965,0.076907122,0.074215373,0.071617835,0.069111211,0.066692318,0.064358087,0.062105554,0.05993186,0.057834245,0.055810046,0.053856694,0.05197171,0.0501527,0.048397356,0.046703448,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,26.32881661,0.965,0.931225,0.898632125,0.867180001,0.836828701,0.807539696,0.779275807,0.752001153,0.725681113,0.700282274,0.675772395,0.652120361,0.629296148,0.607270783,0.586016306,0.565505735,0.545713034,0.526613078,0.50818162,0.490395263,0.473231429,0.456668329,0.440684938,0.425260965,0.410376831,0.396013642,0.382153165,0.368777804,0.355870581,0.34341511,0.331395581,0.319796736,0.30860385,0.297802716,0.287379621,0.277321334,0.267615087,0.258248559,0.24920986,0.240487514,0.232070451,0.223947986,0.216109806,0.208545963,0.201246854,0.194203214,0.187406102,0.180846888,0.174517247,0.168409144,0.162514824,0.156826805,0.151337867,0.146041041,0.140929605,0.135997069,0.131237171,0.12664387,0.122211335,0.117933938,0.11380625,0.109823031,0.105979225,0.102269952,0.098690504,0.095236336,0.091903065,0.088686457,0.085582431,0.082587046,0.0796965,0.076907122,0.074215373,0.071617835,0.069111211,0.066692318,0.064358087,0.062105554,0.05993186,0.057834245,0.055810046,0.053856694,0.05197171,0.0501527,0.048397356,0.046703448,0.045068828,0,0,0,0,0,0,0,0,0,0,0,0,0
88,26.37230803,0.965,0.931225,0.898632125,0.867180001,0.836828701,0.807539696,0.779275807,0.752001153,0.725681113,0.700282274,0.675772395,0.652120361,0.629296148,0.607270783,0.586016306,0.565505735,0.545713034,0.526613078,0.50818162,0.490395263,0.473231429,0.456668329,0.440684938,0.425260965,0.410376831,0.396013642,0.382153165,0.368777804,0.355870581,0.34341511,0.331395581,0.319796736,0.30860385,0.297802716,0.287379621,0.277321334,0.267615087,0.258248559,0.24920986,0.240487514,0.232070451,0.223947986,0.216109806,0.208545963,0.201246854,0.194203214,0.187406102,0.180846888,0.174517247,0.168409144,0.162514824,0.156826805,0.151337867,0.146041041,0.140929605,0.135997069,0.131237171,0.12664387,0.122211335,0.117933938,0.11380625,0.109823031,0.105979225,0.102269952,0.098690504,0.095236336,0.091903065,0.088686457,0.085582431,0.082587046,0.0796965,0.076907122,0.074215373,0.071617835,0.069111211,0.066692318,0.064358087,0.062105554,0.05993186,0.057834245,0.055810046,0.053856694,0.05197171,0.0501527,0.048397356,0.046703448,0.045068828,0.043491419,0,0,0,0,0,0,0,0,0,0,0,0
89,26.41427725,0.965,0.931225,0.898632125,0.867180001,0.836828701,0.807539696,0.779275807,0.752001153,0.725681113,0.700282274,0.675772395,0.652120361,0.629296148,0.607270783,0.586016306,0.565505735,0.545713034,0.526613078,0.50818162,0.490395263,0.473231429,0.456668329,0.440684938,0.425260965,0.410376831,0.396013642,0.382153165,0.368777804,0.355870581,0.34341511,0.331395581,0.319796736,0.30860385,0.297802716,0.287379621,0.277321334,0.267615087,0.258248559,0.24920986,0.240487514,0.232070451,0.223947986,0.216109806,0.208545963,0.201246854,0.194203214,0.187406102,0.180846888,0.174517247,0.168409144,0.162514824,0.156826805,0.151337867,0.146041041,0.140929605,0.135997069,0.131237171,0.12664387,0.122211335,0.117933938,0.11380625,0.109823031,0.105979225,0.102269952,0.098690504,0.095236336,0.091903065,0.088686457,0.085582431,0.082587046,0.0796965,0.076907122,0.074215373,0.071617835,0.069111211,0.066692318,0.064358087,0.062105554,0.05993186,0.057834245,0.055810046,0.053856694,0.05197171,0.0501527,0.048397356,0.046703448,0.045068828,0.043491419,0.041969219,0,0,0,0,0,0,0,0,0,0,0
90,26.45477754,0.965,0.931225,0.898632125,0.867180001,0.836828701,0.807539696,0.779275807,0.752001153,0.725681113,0.700282274,0.675772395,0.652120361,0.629296148,0.607270783,0.586016306,0.565505735,0.545713034,0.526613078,0.50818162,0.490395263,0.473231429,0.456668329,0.440684938,0.425260965,0.410376831,0.396013642,0.382153165,0.368777804,0.355870581,0.34341511,0.331395581,0.319796736,0.30860385,0.297802716,0.287379621,0.277321334,0.267615087,0.258248559,0.24920986,0.240487514,0.232070451,0.223947986,0.216109806,0.208545963,0.201246854,0.194203214,0.187406102,0.180846888,0.174517247,0.168409144,0.162514824,0.156826805,0.151337867,0.146041041,0.140929605,0.135997069,0.131237171,0.12664387,0.122211335,0.117933938,0.11380625,0.109823031,0.105979225,0.102269952,0.098690504,0.095236336,0.091903065,0.088686457,0.085582431,0.082587046,0.0796965,0.076907122,0.074215373,0.071617835,0.069111211,0.066692318,0.064358087,0.062105554,0.05993186,0.057834245,0.055810046,0.053856694,0.05197171,0.0501527,0.048397356,0.046703448,0.045068828,0.043491419,0.041969219,0.040500296,0,0,0,0,0,0,0,0,0,0
91,26.49386033,0.965,0.931225,0.898632125,0.867180001,0.836828701,0.807539696,0.779275807,0.752001153,0.725681113,0.700282274,0.675772395,0.652120361,0.629296148,0.607270783,0.586016306,0.565505735,0.545713034,0.526613078,0.50818162,0.490395263,0.473231429,0.456668329,0.440684938,0.425260965,0.410376831,0.396013642,0.382153165,0.368777804,0.355870581,0.34341511,0.331395581,0.319796736,0.30860385,0.297802716,0.287379621,0.277321334,0.267615087,0.258248559,0.24920986,0.240487514,0.232070451,0.223947986,0.216109806,0.208545963,0.201246854,0.194203214,0.187406102,0.180846888,0.174517247,0.168409144,0.162514824,0.156826805,0.151337867,0.146041041,0.140929605,0.135997069,0.131237171,0.12664387,0.122211335,0.117933938,0.11380625,0.109823031,0.105979225,0.102269952,0.098690504,0.095236336,0.091903065,0.088686457,0.085582431,0.082587046,0.0796965,0.076907122,0.074215373,0.071617835,0.069111211,0.066692318,0.064358087,0.062105554,0.05993186,0.057834245,0.055810046,0.053856694,0.05197171,0.0501527,0.048397356,0.046703448,0.045068828,0.043491419,0.041969219,0.040500296,0.039082786,0,0,0,0,0,0,0,0,0
92,26.53157522,0.965,0.931225,0.898632125,0.867180001,0.836828701,0.807539696,0.779275807,0.752001153,0.725681113,0.700282274,0.675772395,0.652120361,0.629296148,0.607270783,0.586016306,0.565505735,0.545713034,0.526613078,0.50818162,0.490395263,0.473231429,0.456668329,0.440684938,0.425260965,0.410376831,0.396013642,0.382153165,0.368777804,0.355870581,0.34341511,0.331395581,0.319796736,0.30860385,0.297802716,0.287379621,0.277321334,0.267615087,0.258248559,0.24920986,0.240487514,0.232070451,0.223947986,0.216109806,0.208545963,0.201246854,0.194203214,0.187406102,0.180846888,0.174517247,0.168409144,0.162514824,0.156826805,0.151337867,0.146041041,0.140929605,0.135997069,0.131237171,0.12664387,0.122211335,0.117933938,0.11380625,0.109823031,0.105979225,0.102269952,0.098690504,0.095236336,0.091903065,0.088686457,0.085582431,0.082587046,0.0796965,0.076907122,0.074215373,0.071617835,0.069111211,0.066692318,0.064358087,0.062105554,0.05993186,0.057834245,0.055810046,0.053856694,0.05197171,0.0501527,0.048397356,0.046703448,0.045068828,0.043491419,0.041969219,0.040500296,0.039082786,0.037714888,0,0,0,0,0,0,0,0
93,26.56797009,0.965,0.931225,0.898632125,0.867180001,0.836828701,0.807539696,0.779275807,0.752001153,0.725681113,0.700282274,0.675772395,0.652120361,0.629296148,0.607270783,0.586016306,0.565505735,0.545713034,0.526613078,0.50818162,0.490395263,0.473231429,0.456668329,0.440684938,0.425260965,0.410376831,0.396013642,0.382153165,0.368777804,0.355870581,0.34341511,0.331395581,0.319796736,0.30860385,0.297802716,0.287379621,0.277321334,0.267615087,0.258248559,0.24920986,0.240487514,0.232070451,0.223947986,0.216109806,0.208545963,0.201246854,0.194203214,0.187406102,0.180846888,0.174517247,0.168409144,0.162514824,0.156826805,0.151337867,0.146041041,0.140929605,0.135997069,0.131237171,0.12664387,0.122211335,0.117933938,0.11380625,0.109823031,0.105979225,0.102269952,0.098690504,0.095236336,0.091903065,0.088686457,0.085582431,0.082587046,0.0796965,0.076907122,0.074215373,0.071617835,0.069111211,0.066692318,0.064358087,0.062105554,0.05993186,0.057834245,0.055810046,0.053856694,0.05197171,0.0501527,0.048397356,0.046703448,0.045068828,0.043491419,0.041969219,0.040500296,0.039082786,0.037714888,0.036394867,0,0,0,0,0,0,0
94,26.60309113,0.965,0.931225,0.898632125,0.867180001,0.836828701,0.807539696,0.779275807,0.752001153,0.725681113,0.700282274,0.675772395,0.652120361,0.629296148,0.607270783,0.586016306,0.565505735,0.545713034,0.526613078,0.50818162,0.490395263,0.473231429,0.456668329,0.440684938,0.425260965,0.410376831,0.396013642,0.382153165,0.368777804,0.355870581,0.34341511,0.331395581,0.319796736,0.30860385,0.297802716,0.287379621,0.277321334,0.267615087,0.258248559,0.24920986,0.240487514,0.232070451,0.223947986,0.216109806,0.208545963,0.201246854,0.194203214,0.187406102,0.180846888,0.174517247,0.168409144,0.162514824,0.156826805,0.151337867,0.146041041,0.140929605,0.135997069,0.131237171,0.12664387,0.122211335,0.117933938,0.11380625,0.109823031,0.105979225,0.102269952,0.098690504,0.095236336,0.091903065,0.088686457,0.085582431,0.082587046,0.0796965,0.076907122,0.074215373,0.071617835,0.069111211,0.066692318,0.064358087,0.062105554,0.05993186,0.057834245,0.055810046,0.053856694,0.05197171,0.0501527,0.048397356,0.046703448,0.045068828,0.043491419,0.041969219,0.040500296,0.039082786,0.037714888,0.036394867,0.035121047,0,0,0,0,0,0
95,26.63698294,0.965,0.931225,0.898632125,0.867180001,0.836828701,0.807539696,0.779275807,0.752001153,0.725681113,0.700282274,0.675772395,0.652120361,0.629296148,0.607270783,0.586016306,0.565505735,0.545713034,0.526613078,0.50818162,0.490395263,0.473231429,0.456668329,0.440684938,0.425260965,0.410376831,0.396013642,0.382153165,0.368777804,0.355870581,0.34341511,0.331395581,0.319796736,0.30860385,0.297802716,0.287379621,0.277321334,0.267615087,0.258248559,0.24920986,0.240487514,0.232070451,0.223947986,0.216109806,0.208545963,0.201246854,0.194203214,0.187406102,0.180846888,0.174517247,0.168409144,0.162514824,0.156826805,0.151337867,0.146041041,0.140929605,0.135997069,0.131237171,0.12664387,0.122211335,0.117933938,0.11380625,0.109823031,0.105979225,0.102269952,0.098690504,0.095236336,0.091903065,0.088686457,0.085582431,0.082587046,0.0796965,0.076907122,0.074215373,0.071617835,0.069111211,0.066692318,0.064358087,0.062105554,0.05993186,0.057834245,0.055810046,0.053856694,0.05197171,0.0501527,0.048397356,0.046703448,0.045068828,0.043491419,0.041969219,0.040500296,0.039082786,0.037714888,0.036394867,0.035121047,0.03389181,0,0,0,0,0
96,26.66968854,0.965,0.931225,0.898632125,0.867180001,0.836828701,0.807539696,0.779275807,0.752001153,0.725681113,0.700282274,0.675772395,0.652120361,0.629296148,0.607270783,0.586016306,0.565505735,0.545713034,0.526613078,0.50818162,0.490395263,0.473231429,0.456668329,0.440684938,0.425260965,0.410376831,0.396013642,0.382153165,0.368777804,0.355870581,0.34341511,0.331395581,0.319796736,0.30860385,0.297802716,0.287379621,0.277321334,0.267615087,0.258248559,0.24920986,0.240487514,0.232070451,0.223947986,0.216109806,0.208545963,0.201246854,0.194203214,0.187406102,0.180846888,0.174517247,0.168409144,0.162514824,0.156826805,0.151337867,0.146041041,0.140929605,0.135997069,0.131237171,0.12664387,0.122211335,0.117933938,0.11380625,0.109823031,0.105979225,0.102269952,0.098690504,0.095236336,0.091903065,0.088686457,0.085582431,0.082587046,0.0796965,0.076907122,0.074215373,0.071617835,0.069111211,0.066692318,0.064358087,0.062105554,0.05993186,0.057834245,0.055810046,0.053856694,0.05197171,0.0501527,0.048397356,0.046703448,0.045068828,0.043491419,0.041969219,0.040500296,0.039082786,0.037714888,0.036394867,0.035121047,0.03389181,0.032705597,0,0,0,0
97,26.70124944,0.965,0.931225,0.898632125,0.867180001,0.836828701,0.807539696,0.779275807,0.752001153,0.725681113,0.700282274,0.675772395,0.652120361,0.629296148,0.607270783,0.586016306,0.565505735,0.545713034,0.526613078,0.50818162,0.490395263,0.473231429,0.456668329,0.440684938,0.425260965,0.410376831,0.396013642,0.382153165,0.368777804,0.355870581,0.34341511,0.331395581,0.319796736,0.30860385,0.297802716,0.287379621,0.277321334,0.267615087,0.258248559,0.24920986,0.240487514,0.232070451,0.223947986,0.216109806,0.208545963,0.201246854,0.194203214,0.187406102,0.180846888,0.174517247,0.168409144,0.162514824,0.156826805,0.151337867,0.146041041,0.140929605,0.135997069,0.131237171,0.12664387,0.122211335,0.117933938,0.11380625,0.109823031,0.105979225,0.102269952,0.098690504,0.095236336,0.091903065,0.088686457,0.085582431,0.082587046,0.0796965,0.076907122,0.074215373,0.071617835,0.069111211,0.066692318,0.064358087,0.062105554,0.05993186,0.057834245,0.055810046,0.053856694,0.05197171,0.0501527,0.048397356,0.046703448,0.045068828,0.043491419,0.041969219,0.040500296,0.039082786,0.037714888,0.036394867,0.035121047,0.03389181,0.032705597,0.031560901,0,0,0
98,26.73170571,0.965,0.931225,0.898632125,0.867180001,0.836828701,0.807539696,0.779275807,0.752001153,0.725681113,0.700282274,0.675772395,0.652120361,0.629296148,0.607270783,0.586016306,0.565505735,0.545713034,0.526613078,0.50818162,0.490395263,0.473231429,0.456668329,0.440684938,0.425260965,0.410376831,0.396013642,0.382153165,0.368777804,0.355870581,0.34341511,0.331395581,0.319796736,0.30860385,0.297802716,0.287379621,0.277321334,0.267615087,0.258248559,0.24920986,0.240487514,0.232070451,0.223947986,0.216109806,0.208545963,0.201246854,0.194203214,0.187406102,0.180846888,0.174517247,0.168409144,0.162514824,0.156826805,0.151337867,0.146041041,0.140929605,0.135997069,0.131237171,0.12664387,0.122211335,0.117933938,0.11380625,0.109823031,0.105979225,0.102269952,0.098690504,0.095236336,0.091903065,0.088686457,0.085582431,0.082587046,0.0796965,0.076907122,0.074215373,0.071617835,0.069111211,0.066692318,0.064358087,0.062105554,0.05993186,0.057834245,0.055810046,0.053856694,0.05197171,0.0501527,0.048397356,0.046703448,0.045068828,0.043491419,0.041969219,0.040500296,0.039082786,0.037714888,0.036394867,0.035121047,0.03389181,0.032705597,0.031560901,0.03045627,0,0
99,26.76109601,0.965,0.931225,0.898632125,0.867180001,0.836828701,0.807539696,0.779275807,0.752001153,0.725681113,0.700282274,0.675772395,0.652120361,0.629296148,0.607270783,0.586016306,0.565505735,0.545713034,0.526613078,0.50818162,0.490395263,0.473231429,0.456668329,0.440684938,0.425260965,0.410376831,0.396013642,0.382153165,0.368777804,0.355870581,0.34341511,0.331395581,0.319796736,0.30860385,0.297802716,0.287379621,0.277321334,0.267615087,0.258248559,0.24920986,0.240487514,0.232070451,0.223947986,0.216109806,0.208545963,0.201246854,0.194203214,0.187406102,0.180846888,0.174517247,0.168409144,0.162514824,0.156826805,0.151337867,0.146041041,0.140929605,0.135997069,0.131237171,0.12664387,0.122211335,0.117933938,0.11380625,0.109823031,0.105979225,0.102269952,0.098690504,0.095236336,0.091903065,0.088686457,0.085582431,0.082587046,0.0796965,0.076907122,0.074215373,0.071617835,0.069111211,0.066692318,0.064358087,0.062105554,0.05993186,0.057834245,0.055810046,0.053856694,0.05197171,0.0501527,0.048397356,0.046703448,0.045068828,0.043491419,0.041969219,0.040500296,0.039082786,0.037714888,0.036394867,0.035121047,0.03389181,0.032705597,0.031560901,0.03045627,0.0293903,0
